process_entropy,number_of_traces,statespace_size,process_type,process_memory,med_ent_n_transitions,inter_arrival_time,process_stability_scale,resource_availability_p,resource_availability_n,resource_availability_m,activity_duration_lambda_range,Deterministic_offset_W,Deterministic_offset_u,model_pipeline,num_replications,RUN,Done,Failure,simuation_time_sec,num_traces,num_events,num_variants,avg_tracelen,min_tracelen,max_tracelen
min_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,286,0,0,1.688666820526123,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,287,0,0,416.9867534637451,500,4575,361,9.15,1,51
max_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,2.0,288,0,0,424.65467381477356,500,5632,447,11.264,1,75
min_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,289,0,0,1.0484819412231445,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,290,0,0,0.8507905006408691,500,1728,213,3.456,1,22
max_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,291,0,0,1.1224358081817627,500,2820,355,5.64,1,33
min_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,292,0,0,1.6961166858673096,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,293,0,0,1.2019975185394287,500,3112,353,6.224,1,36
max_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,294,0,0,1.7775702476501465,500,5385,446,10.77,1,69
min_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,295,0,0,1.0574030876159668,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,296,0,0,3.033876657485962,500,5784,275,11.568,1,78
max_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,297,0,0,2.7818305492401123,500,3213,346,6.426,1,55
min_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,298,0,0,1.6822094917297363,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,299,0,0,6.668771505355835,500,3323,303,6.646,1,47
max_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,300,0,0,7.4882423877716064,500,4789,437,9.578,1,67
min_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,301,0,0,1.0467290878295898,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,302,0,0,0.8960156440734863,500,1906,244,3.812,1,23
max_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,303,0,0,1.1016066074371338,500,2732,334,5.464,1,38
min_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,304,0,0,1.71250581741333,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,305,0,0,1.6418404579162598,500,4787,398,9.574,1,87
max_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,306,0,0,1.9677929878234863,500,6071,459,12.142,1,95
min_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,307,0,0,1.04349684715271,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,308,0,0,31.17675471305847,500,2576,283,5.152,1,21
max_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,309,0,0,33.0561408996582,500,2998,357,5.996,1,39
min_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,310,0,0,1.7139966487884521,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,311,0,0,519.2175056934357,500,9077,423,18.154,1,95
max_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,312,0,0,433.5976734161377,500,5585,451,11.17,1,77
min_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,313,0,0,1.050450086593628,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,314,0,0,1.0147285461425781,500,2374,280,4.748,1,24
max_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,315,0,0,1.1910474300384521,500,3067,375,6.134,1,31
min_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,316,0,0,1.6812152862548828,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,317,0,0,1.5575459003448486,500,4475,418,8.95,1,54
max_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,318,0,0,1.7686293125152588,500,5273,455,10.546,1,55
min_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,319,0,0,1.0430381298065186,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,320,0,0,2.6333260536193848,500,1805,212,3.61,1,22
max_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,321,0,0,2.361649751663208,500,2971,341,5.942,1,40
min_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,322,0,0,1.6802234649658203,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,323,0,0,7.376988887786865,500,6595,431,13.19,1,89
max_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,324,0,0,7.54883599281311,500,4855,434,9.71,1,59
min_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,325,0,0,1.0449864864349365,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,326,0,0,1.128922939300537,500,2871,298,5.742,1,40
max_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,327,0,0,1.1706430912017822,500,3024,363,6.048,1,37
min_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,328,0,0,1.6918525695800781,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,329,0,0,1.7015798091888428,500,5081,386,10.162,1,59
max_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,330,0,0,1.9041872024536133,500,5846,449,11.692,1,79
min_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,331,0,0,1.0752830505371094,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,332,0,0,29.74491786956787,500,3971,357,7.942,1,44
max_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,333,0,0,35.07856798171997,500,2613,310,5.226,1,42
min_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,334,0,0,1.6817128658294678,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,335,0,0,436.71160793304443,500,2995,353,5.99,1,27
max_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,3.0,336,0,0,432.70252108573914,500,5760,454,11.52,1,86
min_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,337,0,0,1.0370397567749023,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,338,0,0,1.0569062232971191,500,2543,279,5.086,1,36
max_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,339,0,0,1.1910085678100586,500,3097,365,6.194,1,35
min_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,340,0,0,1.696115255355835,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,341,0,0,1.6042332649230957,500,4631,397,9.262,1,72
max_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,342,0,0,1.9548749923706055,500,5957,462,11.914,1,65
min_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,343,0,0,1.0519399642944336,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,344,0,0,2.6899466514587402,500,2132,267,4.264,1,26
max_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,345,0,0,3.05458402633667,500,2901,346,5.802,1,40
min_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,346,0,0,1.7031290531158447,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,347,0,0,7.273682355880737,500,2473,331,4.946,1,21
max_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,348,0,0,7.579683303833008,500,5796,458,11.592,1,76
min_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,349,0,0,1.03753662109375,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,350,0,0,1.024289846420288,500,2401,278,4.802,1,35
max_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,351,0,0,1.131406307220459,500,2856,358,5.712,1,32
min_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,352,0,0,1.6881687641143799,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,353,0,0,2.053220748901367,500,6320,420,12.64,1,99
max_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,354,0,0,1.8227977752685547,500,5499,443,10.998,1,84
min_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,355,0,0,1.0489976406097412,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,356,0,0,33.62830138206482,500,3243,305,6.486,1,52
max_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,357,0,0,30.094022512435913,500,2836,311,5.672,1,46
min_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,358,0,0,1.7021119594573975,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,359,0,0,4401.763184785843,500,47931,382,95.862,1,1336
max_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,360,0,0,506.10533380508423,500,5561,458,11.122,1,55
min_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,361,0,0,1.0464754104614258,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,362,0,0,1.0862069129943848,500,2707,309,5.414,1,31
max_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,363,0,0,1.2525928020477295,500,3322,360,6.644,1,44
min_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,364,0,0,1.6822504997253418,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,365,0,0,1.578902244567871,500,4574,382,9.148,1,63
max_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,366,0,0,1.9409730434417725,500,5991,460,11.982,1,68
min_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,367,0,0,1.0400216579437256,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,368,0,0,616.1612498760223,500,500,3,1.0,1,1
max_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,369,0,0,2.875699520111084,500,3688,367,7.376,1,66
min_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,370,0,0,1.6832034587860107,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,371,0,0,7.242889404296875,500,5129,419,10.258,1,62
max_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,372,0,0,7.049685716629028,500,5894,432,11.788,1,76
min_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,373,0,0,1.0449867248535156,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,374,0,0,1.0623698234558105,500,2530,291,5.06,1,28
max_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,375,0,0,1.1135265827178955,500,2766,337,5.532,1,40
min_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,376,0,0,1.7015807628631592,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,377,0,0,1.1597168445587158,500,2922,361,5.844,1,32
max_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,378,0,0,1.870436429977417,500,5709,460,11.418,1,98
min_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,379,0,0,1.0823614597320557,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,380,0,0,23.719804286956787,500,2620,236,5.24,1,46
max_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,381,0,0,27.36521625518799,500,3317,367,6.634,1,37
min_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,382,0,0,1.6817128658294678,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,383,0,0,422.28107929229736,500,5597,393,11.194,1,73
max_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,3.0,384,0,0,431.82697582244873,500,5344,442,10.688,1,56
min_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,385,0,0,1.0361311435699463,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,386,0,0,0.9146897792816162,500,2031,241,4.062,1,25
max_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,387,0,0,1.1368696689605713,500,2879,354,5.758,1,27
min_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,388,0,0,1.6836583614349365,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,389,0,0,1.6563832759857178,500,4866,387,9.732,1,73
max_entropy,500.0,10,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,390,0,0,1.8803787231445312,500,5726,458,11.452,1,88
min_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,391,0,0,1.0486035346984863,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,392,0,0,2.791266918182373,500,2237,198,4.474,1,30
max_entropy,500.0,5,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,393,0,0,2.472960948944092,500,2839,348,5.678,1,27
min_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,394,0,0,1.7051167488098145,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,395,0,0,6.97220516204834,500,2987,357,5.974,1,35
max_entropy,500.0,10,memory,2.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,396,0,0,7.114728212356567,500,5335,451,10.67,1,61
min_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,397,0,0,1.0449862480163574,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,398,0,0,0.864199161529541,500,1769,216,3.538,1,24
max_entropy,500.0,5,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,399,0,0,1.153259515762329,500,2933,344,5.866,1,30
min_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,400,0,0,1.6891634464263916,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,401,0,0,1.5416529178619385,500,4299,368,8.598,1,60
max_entropy,500.0,10,memoryless,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,402,0,0,1.877399206161499,500,5730,450,11.46,1,79
min_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,403,0,0,1.0383594036102295,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,404,0,0,24.951509952545166,500,4790,273,9.58,1,78
max_entropy,500.0,5,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,405,0,0,34.785038471221924,500,2831,320,5.662,1,27
min_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,406,0,0,1.6881687641143799,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,407,0,0,502.89825963974,500,7538,415,15.076,1,85
max_entropy,500.0,10,memory,4.0,3.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,408,0,0,480.2953128814697,500,5577,462,11.154,1,61
min_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,409,0,0,1.0370399951934814,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,410,0,0,1.027923583984375,500,2426,270,4.852,1,24
max_entropy,500.0,5,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,411,0,0,1.1527631282806396,500,2976,349,5.952,1,44
min_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,412,0,0,1.6716241836547852,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,413,0,0,1.1701467037200928,500,2952,353,5.904,1,38
max_entropy,500.0,10,memoryless,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,414,0,0,1.6449596881866455,500,4821,438,9.642,1,47
min_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,415,0,0,1.0499529838562012,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,416,0,0,2.2538726329803467,500,2450,233,4.9,1,21
max_entropy,500.0,5,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,417,0,0,2.7326598167419434,500,3782,384,7.564,1,36
min_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,418,0,0,1.6851892471313477,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,419,0,0,7.391030788421631,500,4219,383,8.438,1,49
max_entropy,500.0,10,memory,2.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,420,0,0,7.118224859237671,500,5256,435,10.512,1,53
min_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,421,0,0,1.0439929962158203,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,422,0,0,0.8805897235870361,500,1842,232,3.684,1,16
max_entropy,500.0,5,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,423,0,0,1.2411699295043945,500,3284,358,6.568,1,46
min_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,424,0,0,1.6911497116088867,500,5000,1,10.0,10,10
med_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,425,0,0,1.5197999477386475,500,4370,389,8.74,1,51
max_entropy,500.0,10,memoryless,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,426,0,0,1.7572062015533447,500,5211,465,10.422,1,57
min_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,427,0,0,1.0424187183380127,500,2500,1,5.0,5,5
med_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,428,0,0,35.2270712852478,500,2780,334,5.56,1,36
max_entropy,500.0,5,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,429,0,0,26.21753978729248,500,3045,357,6.09,1,44
min_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,430,0,0,1.6912267208099365,500,5000,1,10.0,10,10
med_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,431,0,0,486.1313142776489,500,5495,439,10.99,1,53
max_entropy,500.0,10,memory,4.0,5.0,1.5,0.1,0.5,3.0,0.041,1.0,weekdays,7.0,False,4.0,432,0,0,493.25096821784973,500,5575,469,11.15,1,69
min_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,4.0,433,0,0,1.0459790229797363,500,2500,1,5.0,5,5
med_entropy,500.0,5,memoryless,2.0,3.0,1.5,0.1,0.5,3.0,0.041,5.0,weekdays,7.0,False,4.0,434,0,0,1.0012457370758057,500,2301,278,4.602,1,24
